tweet_id,safe_text,label,agreement,cleaned_safe_text
M9YXRJDD,You should not vaccinate your children unless you are absolutely sure you love them.,1.0,1.0,you should not vaccinate your child unless you are absolutely sure you love them
KCVXIXI7,"The ruts on that MMR ate Frank a time or two. #nebrasksaisnotflat #gravel @ Murdock, Nebraska <url>",0.0,1.0,the rut on that mmr ate frank a time or two nebrasksaisnotflat gravel murdock nebraska url
CZKCU0CI,The All mighty (MMR) Music Money Records,0.0,1.0,the all mighty mmr music money record
CM8QKSLG,“<user> More cases of #measles linked to #Disney theme park: <url> <url> Wow,0.0,1.0,user more case of measles linked to disney theme park url url wow
8D3RCF1P,<user> <user> Vaccinating your children would be a better Mothers Day gift.,1.0,1.0,user user vaccinating your child would be a better mother day gift
6STAWHNG,"In high-risk areas of Pakistan, 95% of parents accepted #polio vaccine if offered for children: <url> #endpolio <user>",1.0,0.6666666666666666,in high risk area of pakistan of parent accepted polio vaccine if offered for child url endpolio user
PKSTZSIN,"""Stop by the office so you can get your hepatitis vaccine"" 
Are you kidding me. I'm gonna die. I hate work.",1.0,0.6666666666666666,stop by the office so you can get your hepatitis vaccine are you kidding me i m gonna die i hate work
GX16XO4C,there's an episode of law and order on about someone who died from the measles and it just really grinds my gears,0.0,1.0,there s an episode of law and order on about someone who died from the measles and it just really grind my gear
RZFJG4FF,"I've got it... The Breaking Dead. Walter White is a walker,but a super walker that can talk and stuff.And he has a vaccine to save survivors",0.0,1.0,i ve got it the breaking dead walter white is a walker but a super walker that can talk and stuff and he ha a vaccine to save survivor
TORA1LR9,<user> Columbia Health Department says flu vaccines are in as of yesterday.,1.0,0.6666666666666666,user columbia health department say flu vaccine are in a of yesterday
YD4U8CZ8,Experts: California vaccine bill could prevent outbreaks: Giving California some of the strictest school… <url>,0.0,0.6666666666666666,expert california vaccine bill could prevent outbreak giving california some of the strictest school url
6UI7CB3J,"My mother is turning into a conspiracy theorist     She wants me to,""Google microchips in vaccines"".   She needs to stop reading snopes",1.0,0.6666666666666666,my mother is turning into a conspiracy theorist she want me to google microchip in vaccine she need to stop reading snopes
MO5HJNM3,Why Your Dog Can Get Vaccinated Against Lyme Disease And You Can't <url> Most read by neighbors in #Nonantum #Newton,1.0,0.6666666666666666,why your dog can get vaccinated against lyme disease and you can t url most read by neighbor in nonantum newton
NWYJJ7LO,If we should require vaccines shouldn't we check immigrants illegal as well for disease. #tcot. #hypocrisy,0.0,0.6666666666666666,if we should require vaccine shouldn t we check immigrant illegal a well for disease tcot hypocrisy
IMQE4HA0,<user> Cdc admits to knowing dangers of flu vaccine while pregnant! #CDCwhistleblower <url>,-1.0,0.6666666666666666,user cdc admits to knowing danger of flu vaccine while pregnant cdcwhistleblower url
42RI5W8N,Parents who refuse to vaccinate children to be denied childcare rebates <url> #stopavn,0.0,0.6666666666666666,parent who refuse to vaccinate child to be denied childcare rebate url stopavn
1O8JRVT8,Shit is unreal. Measles ass crap. Come on. Vaccinate your kids. Or go live in the woods.,1.0,0.6666666666666666,shit is unreal measles as crap come on vaccinate your kid or go live in the wood
OZE1YYA1,Do I get immunity for killing a few douchebags? I mean they'll likely rape someone in the future,0.0,1.0,do i get immunity for killing a few douchebags i mean they ll likely rape someone in the future
JA631G63,Flu epidemic sweeps across Texas and 21 states; vaccine-resistant virus is culprit: The Centers for Disease Control… <url>,0.0,1.0,flu epidemic sweep across texas and state vaccine resistant virus is culprit the center for disease control url
0J7UMAGY,Measles in Arizona? Wonderful!,0.0,1.0,measles in arizona wonderful
IJROXEMV,This measles outbreak breaks my heart.   Why!?!? #VaccinateYourKids,1.0,0.6666666666666666,this measles outbreak break my heart why vaccinateyourkids
7AQE1AT1,<user> Government considers testing anthrax vaccine on children <url>,0.0,1.0,user government considers testing anthrax vaccine on child url
M4L935MB,Yeah...Boy 1$Mug Night <user> #mixmasterrod #mmr #dc #dj #folllow #streetsigns #graffiti #allcity… <url>,0.0,1.0,yeah boy mug night user mixmasterrod mmr dc dj folllow streetsigns graffiti allcity url
SW7RN9D2,"""Like a good neighbor, <user> is there (only if you refuse to vaccinate your children.)"" #BadSpokesman <url>",-1.0,0.3333333333333333,like a good neighbor user is there only if you refuse to vaccinate your child badspokesman url
OBLB4BTQ,"Measles outbreak grows, children urged to vaccinate: With California gripped by a measles outbreak, Dr. Charles… <url>",0.0,0.6666666666666666,measles outbreak grows child urged to vaccinate with california gripped by a measles outbreak dr charles url
TP0MIEXK,<user> TY. Fought hard 2 NOT vaccinate my kids. Yrs of ppl's judgements. Don't get hurt; get smart,-1.0,0.6666666666666666,user ty fought hard not vaccinate my kid yr of ppl s judgement don t get hurt get smart
N64ALDBE,Why Childhood Vaccines Are Essential <url>,1.0,1.0,why childhood vaccine are essential url
TS1WMWHU,.<user> There is a conversation to be had. When Jenny McCarthy talks on social she influences parents vaccinating children. #HealthBCDE,0.0,0.6666666666666666,user there is a conversation to be had when jenny mccarthy talk on social she influence parent vaccinating child healthbcde
MQ3I61WR,<user> you gonna tell people the truth about vaccines??,-1.0,0.6666666666666666,user you gonna tell people the truth about vaccine
4L1SENXW,"Poor baby Cael got vaccines today, my happy boy is tired and grumpy now 😢 poor bebe. #vaccinesmakemommysadtoo",1.0,0.6666666666666666,poor baby cael got vaccine today my happy boy is tired and grumpy now poor bebe vaccinesmakemommysadtoo
KX2OGZ7K,This billboard says that adverse reactions to vaccines can lead to shaken baby. That's one I haven't heard before.,1.0,0.6666666666666666,this billboard say that adverse reaction to vaccine can lead to shaken baby that s one i haven t heard before
MOR7ZLXN,"“<user> 4 measles cases linked to restaurant at MGM Grand Hotel &amp; Casino in Vegas, officials say. <url> <user>",0.0,1.0,user measles case linked to restaurant at mgm grand hotel amp casino in vega official say url user
YE0L67RI,I use to love slide puzzles as a kid. I guess so did spencer. #immunitychallenge #survivor <user>,0.0,1.0,i use to love slide puzzle a a kid i guess so did spencer immunitychallenge survivor user
BITLP4LN,I'm so proud! My home schooled till highschool Waldorf kids are grown up! No #vaccines NO… <url>,-1.0,1.0,i m so proud my home schooled till highschool waldorf kid are grown up no vaccine no url
AQPBOWPU,NC senators file bill to end religious exemptions for childhood vaccines: Some North Carolina senators worried… <url>,1.0,0.6666666666666666,nc senator file bill to end religious exemption for childhood vaccine some north carolina senator worried url
PODCZX0J,"Good point in child vaccines bill- ""small employr also want to only pay for their kids but they pay for all""<user> <url>",0.0,0.6666666666666666,good point in child vaccine bill small employr also want to only pay for their kid but they pay for all user url
0V7NL27T,<user> <user> is that how it works? Some #immunity.  You're basically saying people are always at risk even when immunized.,-1.0,0.6666666666666666,user user is that how it work some immunity you re basically saying people are always at risk even when immunized
E3HM3UTN,I'm at Mmr  3 (Ithaca) <url>,0.0,1.0,i m at mmr ithaca url
N2DB0UAI,"Man who contracted measles traveled in Clallam, King counties while contagious <url>",0.0,1.0,man who contracted measles traveled in clallam king county while contagious url
PAF2QVG6,Amen!  RT <user> Good thing parents who don't vaccinate their kids carry liability insurance in case they make someone else sick”,1.0,1.0,amen rt user good thing parent who don t vaccinate their kid carry liability insurance in case they make someone else sick
OBWXVRDT,"POLL: Getting Non-Medical Exemptions For Children’s Vaccinations: Referring to students in public school, do you… <url>",0.0,0.6666666666666666,poll getting non medical exemption for child s vaccination referring to student in public school do you url
9BL2DEXD,LATEST: “Several” Disneyland employees diagnosed with measles: The happiest place on Earth just got a bit sadder… <url>,0.0,1.0,latest several disneyland employee diagnosed with measles the happiest place on earth just got a bit sadder url
9IXU671N,Celebrity Doctor’s Alternative Approach To Vaccines Frustrates Disease Experts <url> via <user>,-1.0,0.3333333333333333,celebrity doctor s alternative approach to vaccine frustrates disease expert url via user
4XJ45VKT,North Texas Student Immunization Information: School districts across North Texas will be welcoming students back... <url>,0.0,1.0,north texas student immunization information school district across north texas will be welcoming student back url
ME64BPUV,<user> <user> ~can't expect  inoculation to keep the flu away~not talking about measles~No we're talking about avoidable~eat garlic,0.0,1.0,user user can t expect inoculation to keep the flu away not talking about measles no we re talking about avoidable eat garlic
F9AQYZQ8,Immunizations That Most Schools Require <url>,0.0,1.0,immunization that most school require url
KR9S7S78,What do you recommend parents do to protect their infants (7weeks) from the outbreak if we can't get them vaccinated??? <user>,0.0,0.6666666666666666,what do you recommend parent do to protect their infant week from the outbreak if we can t get them vaccinated user
BUX8OXE1,"<user> SELLING MADDEB MOBILE COINS.MMR MEMBER LEGIT SELLER.
99MIL-30$
75MIL-20$
50MIL-15$
BELOW THAT 1$ PER MIL..",0.0,1.0,user selling maddeb mobile coin mmr member legit seller mil mil mil below that per mil
R6A6CXK5,"<user> or ya know, if that research was fraudulent (Andrew Wakefield).",-1.0,0.6666666666666666,user or ya know if that research wa fraudulent andrew wakefield
ZZCAE6I7,<user> <user> measles,0.0,1.0,user user measles
ZZOTCL9J,"These senators made over $500,000 to pass a bill that wouldn't allow parents to sue if the company gave the child a harmful/fatal vaccine",-1.0,0.3333333333333333,these senator made over to pas a bill that wouldn t allow parent to sue if the company gave the child a harmful fatal vaccine
3Z2QVU7K,Are You Ready Kids madhatterdc #tbt #spongerod #mmr #gary #patrick #squidward #mrkrabs #plankton… <url>,0.0,1.0,are you ready kid madhatterdc tbt spongerod mmr gary patrick squidward mrkrabs plankton url
58ZR9CM0,<user> Measles have hit Arazonia just in time for super bowl,0.0,0.6666666666666666,user measles have hit arazonia just in time for super bowl
YXXDA5HO,This week's #crutchesandspice #blog on the #measles outbreak. #vaccinations #antivaxxers #writer… <url>,0.0,0.6666666666666666,this week s crutchesandspice blog on the measles outbreak vaccination antivaxxers writer url
54XV8XWX,Benefits of music - stress relief - boost immunity - reduce heart disease - enhances emotional strength - boost self esteem.”,0.0,1.0,benefit of music stress relief boost immunity reduce heart disease enhances emotional strength boost self esteem
678LAYUS,#WTF Defiant Anti-Vaxxer Parents Hosting ‘Measles Parties’ To Purposely Infect Their Kids #Measles <url>,1.0,0.6666666666666666,wtf defiant anti vaxxer parent hosting measles party to purposely infect their kid measles url
OI6YK72L,US to begin safety testing Ebola vaccine next week <url>,0.0,1.0,u to begin safety testing ebola vaccine next week url
2PB2WCUP,4 yo gets a #measles booster before trip to #Disneyland. He's not too thrilled (about the shot). #MeaslesOutbreak <url>,1.0,1.0,yo get a measles booster before trip to disneyland he s not too thrilled about the shot measlesoutbreak url
ZB6GNVIL,<user> dont get upset you did the research but thank you for vaccinating your kids so we dont have too happy new year byeeeeee,1.0,0.6666666666666666,user dont get upset you did the research but thank you for vaccinating your kid so we dont have too happy new year byeeeeee
F221P0IP,Omg I hate this part- they took Vixen back for her vaccines and if I hear her cry I very well may cry myself. She is so scared :(,1.0,0.6666666666666666,omg i hate this part they took vixen back for her vaccine and if i hear her cry i very well may cry myself she is so scared
G4KKV8T0,Merck vaccine developer admits vaccines routinely contain hidden cancer viruses derived from diseased monkeys  <url>,-1.0,0.6666666666666666,merck vaccine developer admits vaccine routinely contain hidden cancer virus derived from diseased monkey url
1L3MSXMX,fuck her til she Asian. -MMR,0.0,1.0,fuck her til she asian mmr
EPTUNC67,"SB550 [Update] In child protective services, further providing for definitions, for immunity from liability, for ... <url>",0.0,0.6666666666666666,sb update in child protective service further providing for definition for immunity from liability for url
SB9PAAQ1,"<user> omg hahah. Yeah, so far all I've read is that I have the measles.",0.0,1.0,user omg hahah yeah so far all i ve read is that i have the measles
MXJ1W95Q,"#makeamovieheathy <user> 
Vaccinate it for measles",1.0,1.0,makeamovieheathy user vaccinate it for measles
BW9F8LK4,"""<user> Vaccinating Kids Over The Past Two Decades Has Prevented More Than 700,000 Of Them From Dying <url>",1.0,1.0,user vaccinating kid over the past two decade ha prevented more than of them from dying url
CTYKRTRH,"<user> <user> <user> She got me to reveal I had measles as a kid! ... and mumps ... and chicken pox, too ... the Trifecta! ...",0.0,1.0,user user user she got me to reveal i had measles a a kid and mumps and chicken pox too the trifecta
9RX21364,New vaccinations required for Maryland students when school year begins: New vaccinations will be required for... <url>,0.0,0.6666666666666666,new vaccination required for maryland student when school year begin new vaccination will be required for url
B0LY4QSW,"Over their lifetime, your #pets will be exposed to deadly infectious diseases. Prevent infection through vaccination! #pethealth #petcare",1.0,0.6666666666666666,over their lifetime your pet will be exposed to deadly infectious disease prevent infection through vaccination pethealth petcare
W8XVE7MZ,“<user> <user> To the Parent of the Unvaccinated Child Who Exposed My Family to Measles <url> /via <user>,-1.0,0.3333333333333333,user user to the parent of the unvaccinated child who exposed my family to measles url via user
VAE3N78A,"Jim Carrey Calls Gov. Brown A ‘Fascist’ For Signing Mandatory School Vaccination Bill: The actor, who believes… <url>",0.0,0.6666666666666666,jim carrey call gov brown a fascist for signing mandatory school vaccination bill the actor who belief url
UVMJ44HW,Gilroy Costco Says Shoppers May Have Been Exposed to Measles <url>,0.0,0.6666666666666666,gilroy costco say shopper may have been exposed to measles url
SWBNQCM7,"<user> <user> So THAT'S UR mantra?""Vaccines R safe &amp; effective"" ""Anyone who disagrees is antiScience""
Repeat.",1.0,1.0,user user so that s ur mantra vaccine r safe amp effective anyone who disagrees is antiscience repeat
SALMDKV1,Early childhood Education is the education vaccine  #InvestEarly,0.0,0.6666666666666666,early childhood education is the education vaccine investearly
Z0THG8P3,<user> Mississippi has nearly 100% #vaccination rate but ALSO the  highest infant mortality rate in the USA,-1.0,0.3333333333333333,user mississippi ha nearly vaccination rate but also the highest infant mortality rate in the usa
E59BZVGW,"""<user> Measles outbreak in California?"" Nothing shocks me anyone about the empire anymore",0.0,1.0,user measles outbreak in california nothing shock me anyone about the empire anymore
B18V36S5,<user> <user> I was agreeing. I just phrases it weirdly I guess. People should vaccinate their kids and be vaccinated. Yes.,1.0,1.0,user user i wa agreeing i just phrase it weirdly i guess people should vaccinate their kid and be vaccinated yes
KQGUOO5P,Oh great. A report of measles in CO. #stayinginside,0.0,1.0,oh great a report of measles in co stayinginside
KUQKSSSR,<user> are statements/discussions made prior to the debunking of vaccine-autism link all that relevant?,1.0,0.6666666666666666,user are statement discussion made prior to the debunking of vaccine autism link all that relevant
V0SKX7ZL,Watching pitch perfect and online shopping while possibly having measles makes an interesting night,0.0,1.0,watching pitch perfect and online shopping while possibly having measles make an interesting night
FIENP5B3,"<user> When we know millions of our nation's children are already disabled, probably from vaccine ingredients,  why double down???",-1.0,0.6666666666666666,user when we know million of our nation s child are already disabled probably from vaccine ingredient why double down
K2Q90HP6,"Very good #vaccine news and great news for kids!MT""<user> 83% of kids around world have received Tdap vax. <url>",1.0,1.0,very good vaccine news and great news for kid mt user of kid around world have received tdap vax url
9XAZ1NVO,"<url> The Revised Authoritative Guide To Vaccine Legal Exemptions, #Reference: Recommended!... <url> RT?",0.0,0.6666666666666666,url the revised authoritative guide to vaccine legal exemption reference recommended url rt
E1ZADAD0,Yo if you don't get your kid vaccinated I have no pity when your child gets a disease that was eradicated 100 years ago !,1.0,0.6666666666666666,yo if you don t get your kid vaccinated i have no pity when your child get a disease that wa eradicated year ago
MVFQISDF,"Let the b****ING begin..UberFacts: People who complain live longer -- Releasing this tension increases immunity and boosts their health.""",0.0,1.0,let the b ing begin uberfacts people who complain live longer releasing this tension increase immunity and boost their health
BI6U68HW,Hey <user> Health experts say having a flu vaccine is the most effective way from getting the disease. #FluShot <url>,1.0,0.6666666666666666,hey user health expert say having a flu vaccine is the most effective way from getting the disease flushot url
4354UU3O,"<user> <user> Measles killed 20% of Hawaii's population in the 1850s. In 1875, measles killed over 40,000 Fijians .",0.0,1.0,user user measles killed of hawaii s population in the s in measles killed over fijian
0HRULR67,It should be illegal for parents to not vaccinate their child if those parents got vaccinated themselves.,1.0,1.0,it should be illegal for parent to not vaccinate their child if those parent got vaccinated themselves
2Y39NLHP,<user> <user> don't Syrian kids have a valid excuse for not being vaccinated with that whole civil war thing?,-1.0,0.3333333333333333,user user don t syrian kid have a valid excuse for not being vaccinated with that whole civil war thing
SNIO7ISU,"Please vaccinate your children.  The ""research"" that said it causes Autism was pulled from medical journals.",1.0,1.0,please vaccinate your child the research that said it cause autism wa pulled from medical journal
DVMK1WEI,"""<user> RT <user> RT <user> For God's sake. Vaccinate your damn kids."" Even tho its the main cause of austism?",-1.0,0.6666666666666666,user rt user rt user for god s sake vaccinate your damn kid even tho it the main cause of austism
1IK8BN7T,Death threats made to office of state vaccine bill author: Death threats made to office of state vaccine bill… <url>,0.0,1.0,death threat made to office of state vaccine bill author death threat made to office of state vaccine bill url
332SHXVY,9 measles cases linked to Disney theme parks in California <url>,0.0,1.0,measles case linked to disney theme park in california url
JQZJUO39,"So, my dad picks me up from school and tells me as we're driving out of the school that I have to go to the doctor &amp; get my HPV vaccine.",-1.0,0.3333333333333333,so my dad pick me up from school and tell me a we re driving out of the school that i have to go to the doctor amp get my hpv vaccine
7F4LSWOU,Disneyland Measles Outbreak Hits 59 Cases And Counting,0.0,1.0,disneyland measles outbreak hit case and counting
SZVTQ8PK,"<user> lol no no I totally agree with this kinds of vaccinations. Chicken pox, small pox, measles etc 👍😷",1.0,1.0,user lol no no i totally agree with this kind of vaccination chicken pox small pox measles etc
SF1L1QLH,<user> <user> Parents who do not have their kids vaccinated should be arrested for child abuse.,1.0,1.0,user user parent who do not have their kid vaccinated should be arrested for child abuse
JIXS1DE8,#Obama tells lies with impunity &amp; immunity but not with #BrownsvilleTexas Federal #JudgeAndrewHanen who isn't buying #WH #Amnesty lies. YES!,0.0,1.0,obama tell lie with impunity amp immunity but not with brownsvilletexas federal judgeandrewhanen who isn t buying wh amnesty lie yes
OAE75432,16 hours later #2844miles #peterpanchod #lookbackatit #dreamingofdatbooty #measles @ Disneyland <url>,0.0,1.0,hour later mile peterpanchod lookbackatit dreamingofdatbooty measles disneyland url
EH5V27LC,Better get your kids vaccinated so they don't catch these hands,1.0,1.0,better get your kid vaccinated so they don t catch these hand
DOZBHCZ5,<user> <user> and the vaccine will injure tens of thousands more! #flushot,-1.0,1.0,user user and the vaccine will injure ten of thousand more flushot
HKGU4RSG,THIS SATURDAY DEC12 MMR RETURN!! <user> mmr_kamillion <user> <url>,0.0,1.0,this saturday dec mmr return user mmr kamillion user url
L9VVWN0W,<user> please Black parents immunize your children and not jump on this so called band wagon of choice not chic it's irresponsible/deadly,1.0,1.0,user please black parent immunize your child and not jump on this so called band wagon of choice not chic it s irresponsible deadly
ILINQE78,Flashback: UN Halts Syrian Vaccination Program After Dozens of Children Die <url>,0.0,1.0,flashback un halt syrian vaccination program after dozen of child die url
Y7T2DBA6,"SB550 [Update] In child protective services, further providing for definitions, for immunity from liability, for ... <url>",0.0,1.0,sb update in child protective service further providing for definition for immunity from liability for url
RXGINWS5,Mercy - a moment of sanity!!! RT <user> Ben Carson On Vaccinations: We Shouldn’t Allow Diseases To Return <url>,1.0,1.0,mercy a moment of sanity rt user ben carson on vaccination we shouldn t allow disease to return url
8PDFOW6Y,"Here is Penn &amp; Teller’s graphic illustration of #vaccine safety (beware, some graphic language).
<url>",1.0,1.0,here is penn amp teller s graphic illustration of vaccine safety beware some graphic language url
K9ICHK0D,<user> <user>   If you weren't vaccinated you didn't go to school. What happened to that?,1.0,1.0,user user if you weren t vaccinated you didn t go to school what happened to that
Q90VNS4U,"New law will give immunity to volunteer medical workers: Doctors, nurses and other health care providers will have… <url>",0.0,1.0,new law will give immunity to volunteer medical worker doctor nurse and other health care provider will have url
HUULAPWP,Apparently MMR doesn't like my twitter but not too bad considering #hungover #starvinglikemarvin <url>,0.0,1.0,apparently mmr doesn t like my twitter but not too bad considering hungover starvinglikemarvin url
4SAJAII0,"Tragic situation in #Somalia puts our ""recession"" into perspective. 600k starving children; dying from diarrhea, measles; no shelter. SMH",0.0,1.0,tragic situation in somalia put our recession into perspective k starving child dying from diarrhea measles no shelter smh
SJNI8LVO,"What's in your #flushot? If you knew, you probably wouldn't get one! #vaccine #vaccines #health #sick <user>  <url>",-1.0,1.0,what s in your flushot if you knew you probably wouldn t get one vaccine vaccine health sick user url
5L6YJYIT,"Parents, don't be idiots: “<user> Measles outbreak prompts health officials to take action in schools <url>",1.0,1.0,parent don t be idiot user measles outbreak prompt health official to take action in school url
ZCOZ5W6Y,"MORE - Medical Outreach Response Event at Silver Stage HS. Free health, dental, mental health screenings. + vaccines! <url>",1.0,0.6666666666666666,more medical outreach response event at silver stage h free health dental mental health screening vaccine url
ZAAZLOFW,"Flu season is under way in Maryland, and health officials hope to avoid another vaccine mismatch. <url>",0.0,0.6666666666666666,flu season is under way in maryland and health official hope to avoid another vaccine mismatch url
LRQRINAG,"Also can't stand when people just are too lazy to get their new puppy vaccinated, like have fun watching it die a slow painful death.",1.0,1.0,also can t stand when people just are too lazy to get their new puppy vaccinated like have fun watching it die a slow painful death
VYSIP22V,Forever showing off my immunity to poison ivy to people who get rashes easily lol.,0.0,1.0,forever showing off my immunity to poison ivy to people who get rash easily lol
SQEGTKTB,<user> you forgot measles!,0.0,1.0,user you forgot measles
SNIUDDKD,"Why it's important to #vaccinate #vaccineswork ""<user> Measles update: <user> says working w/ <user> <url>",1.0,1.0,why it s important to vaccinate vaccineswork user measles update user say working w user url
EWRX81RQ,Not with my mom thinking I have the measles just because I went to Disneyland 😒😒,0.0,1.0,not with my mom thinking i have the measles just because i went to disneyland
8JT7DC7K,“<user> Open letter from a Grandmother to her daughters regarding #Gardasil #HPV #vaccine #health <url> <user>,1.0,0.6666666666666666,user open letter from a grandmother to her daughter regarding gardasil hpv vaccine health url user
5KDOWBMS,<user> don't vaccinate your children,-1.0,1.0,user don t vaccinate your child
4WHBVH8E,"<user> Where did I say they don't work? I said natural immunity is better, and vaccines don't keep you from getting the disease.",-1.0,1.0,user where did i say they don t work i said natural immunity is better and vaccine don t keep you from getting the disease
OM0IM35Z,<user> vaccines lead to injury and death of children on a daily basis in this country. <url>,-1.0,1.0,user vaccine lead to injury and death of child on a daily basis in this country url
SSPRHTIV,"California lets parents object to vaccination for ""philosophical reasons?"" Is that like philosophically not believing in germ theory?",0.0,1.0,california let parent object to vaccination for philosophical reason is that like philosophically not believing in germ theory
BMT68PDJ,"UC to mandate vaccines for incoming students by 2017: The University of California, citing a widespread measles… <url>",0.0,0.6666666666666666,uc to mandate vaccine for incoming student by the university of california citing a widespread measles url
1GMZ4UG6,"Fantastic post! RT <user> On Autism, Vaccines, and Love in my Activism <url> via <user>",0.0,0.6666666666666666,fantastic post rt user on autism vaccine and love in my activism url via user
Y1SEP5P6,AM-News : Whitman-Walker urges gay men to get meningitis vaccines: Whitman-Walker Health on Friday urged gay and... <url>,1.0,1.0,am news whitman walker urge gay men to get meningitis vaccine whitman walker health on friday urged gay and url
IGW8FY7S,there is almost a direct correlation bw people who are super against GMOs and people who refuse to vaccinate their children,1.0,0.6666666666666666,there is almost a direct correlation bw people who are super against gmos and people who refuse to vaccinate their child
AS3O57SZ,I love mmr I laugh every morning bc of them,0.0,1.0,i love mmr i laugh every morning bc of them
UG62H3FQ,<user> you probably have measles,0.0,1.0,user you probably have measles
2L83FR5G,I don't understand why people don't vaccinate their children. Like do you want to expose them to deadly but totally preventable diseases?¿?,1.0,1.0,i don t understand why people don t vaccinate their child like do you want to expose them to deadly but totally preventable disease
S0EDDBY5,Aids: a disease in which there is a severe lost of the body's cellular immunity,0.0,1.0,aid a disease in which there is a severe lost of the body s cellular immunity
YVGUOI73,Vaccinating Babies For Rotavirus Protects The Whole Family -  <url>,1.0,1.0,vaccinating baby for rotavirus protects the whole family url
328A2D2Z,AM-News : Bulletin: HIV Vaccine Awareness Day 2015: Although the path to developing a safe and effective HIV… <url>,0.0,0.6666666666666666,am news bulletin hiv vaccine awareness day although the path to developing a safe and effective hiv url
AL9CI2E0,"Yep! ""<user> I'm hoping that someone who injects botulism into her forehead tells us how harmful vaccinations are.

#Oscars2015""",1.0,0.6666666666666666,yep user i m hoping that someone who injects botulism into her forehead tell u how harmful vaccination are oscar
JBVOZPTV,<user> <user> <user> we have an eye doctor appt at 8am &amp; then I have to get my blood drawn for my MMR titer so after that?(:,0.0,1.0,user user user we have an eye doctor appt at am amp then i have to get my blood drawn for my mmr titer so after that
OK2IFDE9,😷😷😷😷 “<user> 70 measles cases linked to Disney theme parks <url> <url>,0.0,0.6666666666666666,user measles case linked to disney theme park url url
KZZOY8ZM,"Discussing living in 1920... Me: ""I'd love it, the fashion and the art."" <user> ""Disease? No vaccines? Nope."" #theatre #bio #sista",1.0,0.6666666666666666,discussing living in me i d love it the fashion and the art user disease no vaccine nope theatre bio sista
ETTUERJF,"“<user> <user> No, Elijah has immunity up to the Finals. He's safe until then.” So no one has called #Shennanigans",0.0,1.0,user user no elijah ha immunity up to the final he s safe until then so no one ha called shennanigans
FK7MIRG2,"If the risk of taking the vaccine is greater than the risk of enduring the disease, 1 has the right to refuse the vaccine #CDCwhistleblower",-1.0,1.0,if the risk of taking the vaccine is greater than the risk of enduring the disease ha the right to refuse the vaccine cdcwhistleblower
2E76EPRM,"""When it comes to communicable diseases, it really is a small world after all."" #vaccineswork #vaccinate <url>",1.0,1.0,when it come to communicable disease it really is a small world after all vaccineswork vaccinate url
7K5UFJWU,#DYK 1 child dies every 20 sec from a vaccine-preventable disease? <user> works to give every child a shot at life. #vaccineswork,1.0,0.6666666666666666,dyk child dy every sec from a vaccine preventable disease user work to give every child a shot at life vaccineswork
5HDS7853,Wash. has highest rate of kids' vaccine exemptions - Seattle Times <url>,0.0,1.0,wash ha highest rate of kid vaccine exemption seattle time url
HQ3O2UK5,I've got the measles I think that's the problem,0.0,1.0,i ve got the measles i think that s the problem
XL7LDLBM,#vaccinesNOVA -job well done!! Very informative program!!I am a public health nurse with an adult son with autism . I support vaccinations.,1.0,0.6666666666666666,vaccinesnova job well done very informative program i am a public health nurse with an adult son with autism i support vaccination
DCOGOIWU,"#SafetyB4Profit said <user> when I interviewed him. 

Maybe go back to the labs #BigPharma &amp; rework vaccines. <url>",-1.0,0.6666666666666666,safetyb profit said user when i interviewed him maybe go back to the lab bigpharma amp rework vaccine url
2PAVW2IE,"2 much useless suffering. A polio immunization for a child in sub Saharan Africa $.30 cents, too poor to pay, u die. Stop needless suffering",1.0,1.0,much useless suffering a polio immunization for a child in sub saharan africa cent too poor to pay u die stop needle suffering
K8AXP6N5,Parents who oppose measles vaccine hold firm to their beliefs <url> <user>,0.0,0.6666666666666666,parent who oppose measles vaccine hold firm to their belief url user
IVEWDYET,zoe just told me to skip school with her to get vaccinated for whooping cough,1.0,1.0,zoe just told me to skip school with her to get vaccinated for whooping cough
05ZM0O8V,"<user> <user> <user> We pulled out Iraq, for no immunity, yet 1000 Americans are there now. What lies Admin. Tells.",0.0,1.0,user user user we pulled out iraq for no immunity yet american are there now what lie admin tell
YVE1K0UP,Bring it on typhoid fever !! And all the other various exotic disease vaccines I just got. (at <user> <url>,0.0,0.6666666666666666,bring it on typhoid fever and all the other various exotic disease vaccine i just got at user url
82LHBSJP,Day 17) Candy #immunityphotochallenge   @ Burnt Hills High School <url>,0.0,1.0,day candy immunityphotochallenge burnt hill high school url
6ADTF2SI,"People, concerning the measles outbreak, has anyone considered the 100,000 illegal kids that crossed the southern border last summer? Hello",0.0,1.0,people concerning the measles outbreak ha anyone considered the illegal kid that crossed the southern border last summer hello
BEGU17YL,"A news story is asking ""why is there a resurfacing of measles?"" Because of those ""anti-vaccine"" idiots 😐",1.0,0.6666666666666666,a news story is asking why is there a resurfacing of measles because of those anti vaccine idiot
2N6Z4BTY,To think about: some parents here not wanting to vaccinate their kids &amp; kids in other countries dying from these same diseases. #irony,1.0,1.0,to think about some parent here not wanting to vaccinate their kid amp kid in other country dying from these same disease irony
RYRCIY6X,Study: Military Kids More Likely To Be Missing Out On Routine Vaccinations: New research reveals kids in military… <url>,0.0,0.6666666666666666,study military kid more likely to be missing out on routine vaccination new research reveals kid in military url
